,Gene,mean,median,sd,max,PTID,Time,Residual
PRDX3,PRDX3,1.0100104,0.989357030446132,0.153034613023015,1.34709867062227,38.8688172077477,0.0,61.131182792252304
PRDX1,PRDX1,1.7031517,1.69048040343903,0.178201786436372,2.14551442959617,38.8555248863512,36.630901348758,24.5135737648908
MANF,MANF,7.9501038,8.06559031340035,0.549413681931075,8.59743955034722,38.7964315838291,34.041809196409,27.1617592197619
PXN,PXN,3.0179298,2.98285653620034,0.187589351762857,3.38856153089443,38.7946333196839,3.9214741814267295,57.2838924988894
CASP2,CASP2,2.0889223,2.11716307546576,0.401877921328834,3.13727398582516,38.7701828042908,19.640555636399,41.589261559310195
ENG,ENG,2.0988141,2.09397356298292,0.165499135184647,2.4531487921376,38.6422247726694,0.0,61.3577752273306
CASP8,CASP8,2.4733491,2.47370279000806,0.192892330480207,2.89832446011337,38.5412230008746,14.6149566688646,46.8438203302607
SMAD5,SMAD5,3.4984915,3.50220947127702,0.0929080894011263,3.71488291065154,38.53899661812,1.19468618392016,60.26631719795979
ANXA1,ANXA1,2.6916585,2.68023460052399,0.233445008264807,3.39127280827163,38.5037026639097,16.887171807876598,44.6091255282138
KIR2DL3,KIR2DL3,2.85761,2.94076103306432,0.923590870514064,8.03121542167334,38.4646623988514,0.0,61.5353376011486
RNF31,RNF31,2.3920135,2.5011380599192,0.762249572906697,5.86375017436327,38.4528364496682,0.0,61.547163550331796
NECTIN2,NECTIN2,5.5261945,5.52548871944511,0.19979783425258,6.01689295301926,38.3062190632997,4.79797225366607,56.8958086830342
CST3,CST3,5.8316422,5.82738346371288,0.260830341950208,6.35581268498767,38.2349926790682,0.0,61.7650073209318
SPON1,SPON1,1.3936084,1.38285687836918,0.0786743033777525,1.53982881062305,38.185788625490105,2.63254143708342,59.1816699374265
LGMN,LGMN,3.0955193,3.11754556498518,0.198235095120456,3.53313969679986,38.0118436465141,0.0,61.9881563534859
NBL1,NBL1,4.6753466,4.6685602821305,0.0704927736930003,4.82727537160099,37.9543362043817,0.0,62.0456637956183
BANK1,BANK1,7.5240206,7.45962452796348,0.733238667338413,9.32557035590595,37.7689482576798,18.3580562100477,43.872995532272604
NUCB2,NUCB2,4.3836562,4.37615484013466,0.364566328759556,5.23147081016858,37.694798410575,10.3615692442144,51.9436323452107
PRKAB1,PRKAB1,2.3758204,2.33842441478356,0.27407094699044,3.15545781511082,37.6705387817467,7.35865755239782,54.970803665855506
SULT1A1,SULT1A1,3.6605181,3.63193077155343,0.510146455705149,4.75392538472808,37.643330332378596,30.5876313878822,31.7690382797392
LAT2,LAT2,4.4375816,4.30766157409126,0.771745379553944,6.37851509126649,37.633801243236896,9.34190967564614,53.024289081117004
SCGN,SCGN,2.6284206,2.63936118446722,0.358138549664471,4.04110277181913,37.2466242334636,1.22423572130987,61.529140045226505
SH2B3,SH2B3,4.7276705,4.66326057750397,0.658735070600708,6.51195501213954,37.233624240480104,20.6174921625421,42.1488835969778
FLI1,FLI1,2.2122769,2.1306343951792,0.316573795696198,2.97665691113976,37.1369337168913,2.6562885702639,60.2067777128448
PCOLCE,PCOLCE,5.2495162,5.26284705987043,0.211124266748861,5.73626120672082,36.9733049635905,0.0,63.0266950364095
CEACAM5,CEACAM5,2.0901074,2.07982130909619,0.264013991780388,2.77583016595007,36.9685283819292,0.0,63.0314716180708
HMBS,HMBS,2.8702468,2.85332130353932,0.348765537861533,3.72881301608851,36.9385755522713,7.2014894570315,55.859934990697205
IL17D,IL17D,2.3728772,2.3694151074958,0.133087483050618,2.63556867441194,36.8079880071697,7.754239015766441e-09,63.1920119850761
HAGH,HAGH,3.6847545,3.63925810705086,0.463276402609901,4.52703279091308,36.7567987605134,2.01441710698435,61.2287841325023
TACC3,TACC3,2.2425996,2.1692010508442,0.456637237012085,3.36374579738837,36.197273229585704,21.3368774243531,42.465849346061205
GP6,GP6,2.3153475,2.31096507435205,0.346599617039639,3.70796645477598,36.0131523595937,17.186225313431798,46.8006223269745
SOD2,SOD2,10.1553067,10.1475674724644,0.0792220405128939,10.3278929003482,35.843796997149205,0.0,64.1562030028508
VWF,VWF,6.0241954,6.02196950080861,0.553872774192304,7.47510110020297,35.7197849391396,1.02943967094126,63.2507753899191
PLIN1,PLIN1,2.7227814,2.71937645454927,0.294989263530712,3.59312665115037,35.4735432361524,0.0,64.52645676384759
TGFA,TGFA,3.4427347,3.43012115029873,0.143739051885492,3.84926872267811,35.4290917364101,1.62536948620325,62.9455387773866
ATG4A,ATG4A,1.9136918,1.8935101397246,0.255838107763086,2.49666686388829,35.409551564373,9.3306550353238,55.2597934003032
ARHGEF12,ARHGEF12,4.7281955,4.82148512776581,0.606454781620122,5.73152269124339,35.374974997405204,26.2191907567824,38.4058342458125
AXIN1,AXIN1,4.7137568,4.71631212303447,0.685094640093039,6.53076837983528,35.3680147759882,23.0611667670088,41.5708184570029
PRDX6,PRDX6,1.43918,1.44527645949346,0.149209849406268,1.74398882319085,35.2926974125088,16.2421110367173,48.4651915507739
CEACAM1,CEACAM1,8.7952081,8.78708955838933,0.0974349954425562,9.1294782828087,35.2720932583104,0.0,64.7279067416896
PPP3R1,PPP3R1,3.8620355,3.86307966144127,0.627003491780015,7.72171100780287,35.1979703929473,0.0,64.8020296070527
ARHGAP25,ARHGAP25,1.2335234,1.21864567410757,0.183154888411902,1.71369581484336,35.1883659231358,5.35315107734495,59.458482999519305
STX16,STX16,1.897665,1.80221232763013,0.323565639282799,2.68362908954121,35.1512819087005,7.237316609040299,57.6114014822592
CA1,CA1,5.3836176,5.42613513555586,0.483655134779159,6.42116437815448,35.069850829616996,4.3034624999652005,60.6266866704178
KLB,KLB,3.481642,3.51041207771014,0.603777809484972,7.18352919124063,34.9869455160039,2.98693806453287,62.02611641946319
SPINT1,SPINT1,2.6799838,2.6878445237268,0.136844568853861,2.96264155972697,34.9440023887179,8.35410975379286,56.7018878574892
LAMA4,LAMA4,2.9018172,2.91152252873447,0.15185524890655,3.27399322790603,34.6101626138002,14.5417680599778,50.848069326222
FBP1,FBP1,1.6435209,1.66211043636753,0.168904029034634,2.04593217391872,34.576101032456705,7.171225561974589,58.2526734055687
TDRKH,TDRKH,2.7370307,2.71456892340585,0.45990944194484,3.81784834130606,34.481746566038204,17.3115377072048,48.206715726757
REG1A,REG1A,6.0474814,6.05652038467309,0.490705182099607,8.95978029622789,34.009991208006504,0.0,65.9900087919935
SAA4,SAA4,3.8791478,3.87840143620759,0.199830872425734,4.48308699192589,33.8080583620089,0.288267789538932,65.9036738484522
TOP2B,TOP2B,3.004337,2.9093240044428,0.469737950382122,4.34856528866578,33.681787387624404,14.0035066214048,52.3147059909708
CLMP,CLMP,3.0222831,3.00216987302704,0.225140432610036,3.7564789319514,33.647129807761104,0.0,66.3528701922389
ITGB5,ITGB5,7.9330953,7.95761047355979,0.176655906390889,8.32948198253793,33.3636477277948,18.3970993874926,48.2392528847126
DECR1,DECR1,5.8002585,5.80237232852423,0.834125165707619,7.68682894803876,33.1787422473457,16.4304619831145,50.3907957695398
QDPR,QDPR,4.9416395,4.87854296891891,0.369322729445935,5.79373464950841,33.1773776596813,11.7897667269465,55.0328556133723
CES1,CES1,2.6987258,2.69414710330134,0.223161553423376,3.11203283623382,33.167444269219196,1.04612500103206,65.7864307297487
EFNA4,EFNA4,2.6462251,2.64100258125169,0.106069904567844,2.87713563797055,33.1118767091051,0.0,66.8881232908949
PTPRJ,PTPRJ,2.3594123,2.312316654402,0.396639564398075,3.61003855717533,32.7031170047745,23.2925433779954,44.0043396172301
IKBKG,IKBKG,7.1854641,7.17645783455514,0.657549873940241,8.40307808343075,32.5664570043965,27.1589766579391,40.274566337664304
SELP,SELP,8.9816454,9.03722878531892,0.541515226527465,11.0303799479058,32.5019171091332,12.985729391328599,54.5123534995382
CDC27,CDC27,1.7348938,1.67768579634035,0.295210650458387,2.94112509591581,32.1859127239091,0.0,67.8140872760909
BTN3A2,BTN3A2,3.2491399,3.22673187191251,0.166584323823874,3.61518085131524,32.163970596713796,1.51232961958702,66.3236997836992
VAMP5,VAMP5,1.033059,1.02463637337853,0.111298940048855,1.28729497635191,32.1212864825836,1.47790666072378,66.4008068566926
CFHR5,CFHR5,7.5296996,7.53568616884789,0.28571515560814,8.15137329851156,32.0338012869883,0.0,67.9661987130117
CBL,CBL,1.8878331,1.92318200309101,0.383770888923359,2.78423175063498,31.976684157748803,28.0807224758557,39.9425933663955
STX8,STX8,3.4969078,3.40022747097063,0.586380775029208,4.99540311059093,31.9423613929168,14.6938227943192,53.363815812764
VIM,VIM,3.4999651,3.35043783289141,0.746699206638642,5.70379009081042,31.8758660611463,15.581140624540701,52.542993314313
AGRP,AGRP,4.7397369,4.76268010685662,0.352086781599682,5.50907189025049,31.7681899953851,23.4072938869269,44.824516117688
STK4,STK4,4.7011354,4.72514898388103,0.516754411991914,5.7606281442379,31.702042529192298,31.423310159172203,36.8746473116355
SUMF2,SUMF2,4.0970797,4.07581653353648,0.351493131408234,4.99253732731295,31.634838480341298,4.5560473879834795,63.8091141316752
CDCP1,CDCP1,3.3965485,3.38042468658724,0.17658445980465,3.84770633454369,31.615497339133704,6.5893847291422905,61.795117931724
BTC,BTC,2.4745895,2.41031396562593,0.224883605423172,3.14249512837182,31.583180253814103,4.85498905518322,63.5618306910027
GLB1,GLB1,2.464939,2.41821233765631,0.180232180247422,2.90436848498538,31.5579312675907,1.31144503745251,67.13062369495681
DAPP1,DAPP1,4.7628528,4.60346451676634,0.902969073849032,7.26685867364364,31.487648818988202,22.6569206153378,45.855430565674
GLO1,GLO1,6.3214855,6.30583241775483,0.428393703366095,7.4306867092483,31.356012610996498,14.1774139716149,54.466573417388595
SORCS2,SORCS2,1.9871025,1.96764366772303,0.149557816223127,2.35061039519924,31.3503631341486,0.0,68.6496368658514
FKBP1B,FKBP1B,2.3607121,2.29085165428854,0.36195049801695,3.19737791203135,31.256671929042202,19.128847858735202,49.6144802122226
CALCOCO1,CALCOCO1,7.2142646,7.20002536282928,0.811399928104621,9.46047924136343,31.2424975989733,28.891032357137398,39.8664700438894
GPC1,GPC1,4.7877671,4.77273045762932,0.389773481393881,7.13964752886234,30.958040524917003,2.45434377653096,66.587615698552
CLIP2,CLIP2,5.0166863,4.98588744569812,0.691425331688563,7.23565431064246,30.6463501652602,29.563782383188197,39.7898674515516
NCF2,NCF2,3.2740073,3.23338184565884,0.308246338479772,4.37336284545495,30.409018692262503,9.9651277099048,59.6258535978327
DPEP1,DPEP1,3.0757172,3.04001807478315,0.776493745981615,7.65641842744912,30.395439946752,1.3315028449269601e-05,69.6045467382196
